,Headline,Body ID,Stance
625,"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",521,0
626,Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1857,0
627,"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",1603,0
628,Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,35,0
629,Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,214,0
630,Fence jumper reportedly made it much further into White House than Secret Service said,1547,0
631,Is There an ISIS Threat on the Texas-Mexico Border or Not?,2249,1
632,A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,345,0
633,"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1720,0
634,Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,609,0
635,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1358,0
636,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",1594,1
637,Mexico finds 4 more graves at site of suspected student massacre,695,1
638,Shocking picture shows mother trying to sell her own son to pay for twin daughter's cancer treatment,803,0
639,Dog found abandoned at Scottish train station with suitcase of belongings,144,0
640,"ISIS Unleash ""Scorpion"" Bombs In Iraq",2257,0
641,Report claims Kim Jong-un underwent surgery to repair fractured ankles,856,1
642,[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,959,0
643,US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),213,0
644,Report: Christian Bale Will Play Steve Jobs,574,0
645,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1125,0
646,"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",343,1
647,Rapper identified as James Foley's executioner: reports,1303,0
648,Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,2215,1
649,"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",1831,1
650,"No, that broken pencil illustration isn't by Banksy",2375,1
651,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2115,0
652,US drones hunt Isis leader in Syria,1670,0
653,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2314,0
654,"Nun gives birth, intends to keep baby",524,0
655,Google Grows With $1.6 Billion in California Office Deals,720,0
656,Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,322,0
657,Are Rumors of the Apple Watch in Feb True?,498,0
658,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1661,0
659,Resetting iOS 8 Preferences May Wipe iCloud Files,54,0
660,Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,1346,1
661,Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1446,1
662,This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,208,0
663,Small Meteorite Hits Managua,345,0
664,"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",2141,0
665,"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",993,0
666,"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",450,0
667,A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,321,1
668,Paul Rudd Helped Tackle A Violent Homophobe So That’s Another Reason To Love Him [UPDATE],853,0
669,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",524,0
670,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1857,0
671,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1738,1
672,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2404,0
673,American Predator Drone Circling Islamic State’s Stronghold,1400,0
674,Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,1289,0
675,"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",2043,1
676,US Marine survives headshot in Afghanistan,532,0
677,Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2202,1
678,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2367,1
679,"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",2096,0
680,US hostage Luke Somers dies after rescue bid,826,1
681,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",2304,0
682,US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,2236,1
683,Kim Jong-Un 'Has Difficulty Walking And Needs About 100 Days To Recuperate',570,0
684,Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1187,1
685,Christian Bale in Talks to Star in Sony's Steve Jobs Film,2097,0
686,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1661,0
687,REPORT: Alleged New Audio of Michael Brown Shooting,1435,0
688,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1120,0
689,Russian Man Wakes Up to Find His Testicles Have Been Stolen,387,0
690,Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1419,1
691,Lego letter to parents in 1974 on gender equality still resonates 40 years on,2412,0
692,Mexico finds 4 more graves at site of suspected student massacre,2230,0
693,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,826,0
694,"No, Saudi TV Did Not Blur Out Images of Michelle Obama",2526,0
695,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,271,0
696,"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",858,0
697,"'Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",1002,0
698,"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1249,1
699,The Chinese Guide to Avoiding a Bad English Name,2115,0
700,Audio of gunfire in Michael Brown case authenticated by app company,1921,0
701,Missing Planes,773,0
702,"A Vice Guide To Spending $300,000 On Dinner",1605,0
703,Unconfirmed reports of hand grenade found in a safe at Shortlands property,2079,1
704,Isis video claims to show beheading of British hostage David Haines,2295,0
705,Kim Jong-Un planning Scottish restaurant,1143,0
706,"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",731,0
707,'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,2141,0
708,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2067,1
709,"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",887,0
710,ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,456,1
711,BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,26,0
712,Texas plumber's truck on front line of Syria war,40,0
713,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2002,0
714,Questions raised over Nicaragua 'meteorite',2118,0
715,CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1916,1
716,"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",1380,1
717,Militant Group Says It Killed American Journalist in Syria,2109,0
718,Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,2477,0
719,Islamic State claims to have beheaded American journalist,1009,0
720,"Pope Francis did not tell boy heaven has room for pets, contrary to report",1820,0
721,White House Fence Jumper Pushed Past Female Guard,532,0
722,"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",345,0
723,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,115,0
724,Nicaraguan commission on possible meteorite crash presents rock samples,2129,0
725,Video Purports To Show Beheading Of U.S. Journalist By Militants,1385,0
726,Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,93,0
727,Star Wars VII for a New SUMMER Release Date!?,1349,0
728,Government fires employee who skipped work for 24 years,2134,1
729,Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,734,0
730,"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",2268,1
731,"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1547,0
732,Alleged audio of Michael Brown shooting released,2020,0
733,Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,251,0
734,"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",2377,0
735,Bali spider burrows under Aussie’s chest,1271,0
736,"North Korean leader Kim Jong Un had ankle surgery, report says",1898,0
737,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",2530,1
738,Journalist James Wright Foley reportedly beheaded by ISIS,1948,1
739,Electric shock turns Russian boy into Marvel's Magneto,1372,0
740,"Islamic State training fighter pilots in captured jets, monitoring group says",1608,1
741,"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",2188,0
742,Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,2002,0
743,Rats are still running around at Vogue,2520,1
744,80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,2472,0
745,Christian Bale Exits Steve Jobs Movie (Exclusive),755,1
746,Star Wars: The Force Awakens to be released this summer?,1825,0
747,The Apple Watch has a low-power mode that only tells the time,78,0
748,DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2360,0
749,Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,2525,1
750,The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,1867,0
751,An audio recording of the Michael Brown shooting has reportedly surfaced,483,1
752,Lebanon confirms holding ISIS chief’s kin,365,0
753,Jordan’s King May Participate Personally In ISIS Raids,1073,0
754,Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,2519,0
755,U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1921,0
756,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1673,0
757,Libya: Missing Libya Planes Spark Security Concerns,1339,0
758,"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",1400,0
759,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,600,1
760,Pentagon: ISIS Got U.S. Weapons Package,1485,1
761,Audio recording allegedly captures moment Michael Brown was shot,1921,0
762,"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",1403,0
763,ISIS Beheads American Journalist,2450,1
764,‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,634,0
765,The Chinese Guide to Avoiding a Bad English Name,1789,1
766,"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",1400,1
767,Jilted lover chops off his penis after girlfriend dumps him,1799,1
768,Video shows ISIL beheading of photojournalist James Foley,139,0
769,Watch marine take sniper shot to the head and live,1268,0
770,Apple’s next MacBook could be a 12-inch MacBook Air,1863,0
771,"Nun gives birth, intends to keep baby",757,0
772,ISIS pays tribute to its 'Cub of Baghdadi' child soldier,714,0
773,Doubts cast over Nicaragua meteorite claim,1760,0
774,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1289,0
775,"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",169,0
776,Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,2009,0
777,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,456,0
778,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,2530,1
779,Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,530,0
780,‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1897,0
781,Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,2265,1
782,"Gold Apple Watch Edition price? Speculators say at least $10,000",1157,0
783,Tiger Woods selling Swedish villa — island included,1660,0
784,Not coming to a store near you: The pumpkin spice condom,2152,0
785,That Was Fast: Christian Bale Bails on Steve Jobs Biopic,458,0
786,"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1554,1
787,"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",578,1
788,"Video showing American journalist beheaded believed real, officials and family say",2372,0
789,"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",2251,0
790,Isis militants claim to have killed US journalist James Foley,1627,0
791,Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,2192,1
792,"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1603,0
793,Kim Jong-Un's sister reportedly running N. Korea,1268,0
794,Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,1642,0
795,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1900,1
796,'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',1045,1
797,Google Grows With $1.6 Billion in California Office Deals,267,0
798,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1906,0
799,Doubts cast over Nicaragua meteorite claim,2129,0
800,Experts: More facts needed on purported audio recording of Michael Brown shooting,844,0
801,CNN Plays Alleged Recording of Michael Brown Shooting,2434,1
802,Missing Mexican students 'not found in mass grave',1148,0
803,ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2130,0
804,Boko Haram denies ceasefire claim by Nigeria's government,1438,0
805,Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,2102,1
806,Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1681,1
807,"No, Pumpkin Spice Condoms Are Not A Real Thing",195,0
808,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",903,0
809,New Audio Recording From Ferguson May Capture Michael Brown Shooting,900,0
810,Texas plumber's truck on front line of Syria war,2314,0
811,Fence jumper reportedly made it much further into White House than Secret Service said,2068,0
812,Italian fisherman catches monstrous 280-pound catfish,204,0
813,Militant Group Says It Killed American Journalist in Syria,1093,1
814,"Obama, Outraged Over Beheading, Vows to Stay on Course",1361,0
815,Homeless man receives $100... then shocks everyone with how he spends it,1090,0
816,Kim Jong-un 'Had Surgery on Fractured Ankles',186,0
817,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",40,0
818,This Kid Made $72 Million During Lunch,1680,0
819,Former PGA Tour player: Tiger Woods suspended for drug test failure,550,0
820,"Suspected meteorite leaves crater in Managua, is linked to asteroid",2129,0
821,Report: Christian Bale Will Play Steve Jobs,1296,0
822,Audio recording allegedly captures moment Michael Brown was shot,1385,0
823,Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1004,0
824,Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,213,0
825,Islamic State claims it executed American photojournalist James Foley,2147,1
826,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2330,0
827,Durex on Rumored ‘Pumpkin Spice’ Condom: No Comment,119,0
828,Officials: Report That Area Town Is Under Ebola Quarantine Is False,258,0
829,Christian Bale Drops Out of Steve Jobs Biopic,35,0
830,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2060,1
831,Boko Haram denies ceasefire claim by Nigeria's government,1125,0
832,Seth Rogen to Play Apple’s Steve Wozniak,513,0
833,"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",304,0
834,Vladimir Putin’s Motorcade Looks Like A Massive Knob,1549,0
835,Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,2272,0
836,Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,1899,0
837,Senator: Detainees swapped for Bergdahl have contacted militants,2045,0
838,Missing American journalist reportedly beheaded by Islamic State ,991,1
839,"Pizza delivery man gets $2,000 tip",542,0
840,Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,81,0
841,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1099,1
842,"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",2492,0
843,Canadian-Israeli Woman May Have Been Captured In Syria: Reports,662,0
844,"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",1968,0
845,Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1589,0
846,Macaulay Culkin Victim of Another Online Death Hoax,1423,0
847,"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",1660,0
848,ISIS fighters ‘have contracted Ebola’,267,0
849,IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1891,1
850,Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,722,0
851,"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",1048,0
852,Shots Heard In Alleged Brown Shooting Recording [AUDIO],450,0
853,God Is A Woman – Resurrected Father Narated,34,0
854,Watch marine take sniper shot to the head and live,860,0
855,Ottawa Gunman Identified As Michael Zehaf-Bibeau,804,0
856,"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1575,0
857,Kim Jong-Un 'bans the name Kim Jong-un',1857,1
858,"North Korean leader Kim Jong Un had ankle surgery, report says",524,0
859,Michelle Obama’s face blurred by Saudi state television,1742,0
860,Is Kim Jong-un’s sister now the power behind the North Korean throne?,706,0
861,The Case of the Stolen Batmobile Has Been Solved,1313,1
862,David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',2477,0
863,Breaking: Soldier shot at National War Memorial in Ottawa,2156,1
864,"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1877,1
865,New Audio Recording From Ferguson May Capture Michael Brown Shooting,693,1
866,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,107,0
867,Senator: Detainees swapped for Bergdahl have contacted militants,821,0
868,"It's 'rubbish' that Robert Plant turned down £500m Led Zeppelin reformation offer, says publicist",2489,1
869,Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,2177,0
870,Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,999,1
871,Robert Plant Reportedly Tears Up $800 Million Led Zeppelin Reunion Contract,2411,0
872,Is Kim Jong-un Opening North Korean Restaurant in Scotland?,2452,1
873,New iOS 8 bug can delete all of your iCloud documents,2385,0
874,"Obama, Outraged Over Beheading, Vows to Stay on Course",1658,1
875,Would-be rapist has penis severed by angry mob,1680,0
876,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1024,0
877,Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,2060,1
878,One of 'Taliban Five' in Bowe Bergdahl swap allegedly returned to militancy,2531,1
879,"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",686,0
880,Vogue's new digs are reportedly swarming with rats,550,0
881,Give a homeless man $100 and see what he does with it [Video],1948,0
882,Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,867,1
883,Audio recording allegedly captures moment Michael Brown was shot,7,0
884,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",966,1
885,"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",2530,1
886,ISIS chlorine attack on security forces confirmed – Iraq officials,2411,0
887,Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,2455,1
888,"Nun gives birth, intends to keep baby",1900,0
889,"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",1545,1
890,ISIL Beheads American Photojournalist in Iraq,1295,0
891,Michael Phelps' girlfriend was born male but did not tell swimmer about her past,862,1
892,Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,2149,0
893,NBC's Tom Brokaw reportedly wants Brian Williams fired over fabricated Iraq helicopter story,277,0
894,"Is There Really a ‘Sharia Law’ Islamic Tribunal in Dallas, Texas?",2284,0
895,"UNIVERSITY DROPS TERM ‘FRESHMAN,’ REPLACES IT WITH ‘FIRST-YEAR’",2360,0
896,The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1125,0
897,Resetting iOS 8 Preferences May Wipe iCloud Files,1351,1
898,Magic mushrooms found at Buckingham Palace,831,0
899,ESPN's Domestic Violence Panel Is Missing Something Important,1148,0
900,Pull the other Un! North Korean dictator has not been seen for weeks because he 'pulled tendon while doing drill with his generals',117,1
901,Missing Mexico students not among 28 bodies found in mass grave,1958,0
902,Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1192,1
903,Eyewitness Says Viral Video of Homeless Man Was Staged,1948,0
904,News sites fall for Putin bird-dropping video,1957,1
905,Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1330,1
906,Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1883,0
907,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2070,0
908,Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,2477,0
909,Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,2168,1
910,Reports: Boko Haram may release schoolgirls as part of deal,125,0
911,Sugarhill Gang rapper Big Bank Hank dead at 57,2351,1
912,WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,568,0
913,Lebanon 'holding IS leader's daughter and ex-wife',1544,0
914,Audio recording allegedly captures moment Michael Brown was shot,2317,1
915,Mexican investigators fear mass grave might hold 43 missing students,1984,1
916,Texas plumber threatened over jihadis using his old truck,2344,0
917,"Apple Watch users will need to recharge nightly, company still working to improve uptime before launch",1832,0
918,Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,1435,0
919,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",40,0
920,Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,2519,0
921,US hostage Luke Somers dies after rescue bid,1844,1
922,That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1896,1
923,That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,723,0
924,The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,2472,0
925,Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1125,0
926,British rapper a suspect in ISIS beheading,2327,1
927,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,951,1
928,"If you want an Apple Watch, you’ll probably be trekking to an Apple Store",456,0
929,"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",831,0
930,This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,932,0
931,"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",401,1
932,"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",2362,1
933,ISIS Reportedly Beheads American Photojournalist in Iraq,1016,1
934,What One Homeless Man Does with $100 Will Astonish You (VIDEO),2370,0
935,Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',686,0
936,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2304,0
937,Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,2434,0
938,Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,1764,1
939,Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1926,1
940,Michael Phelps’ alleged girlfriend says she was born intersex,570,0
941,ISIS video showing beheading triggers international response,1178,0
942,"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",26,1
943,Reports of missing Libyan planes raise 9/11 terror fears,1073,0
944,Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,483,0
945,Star Wars 7: JJ Abrams want to move release to summer 2015,1843,1
946,Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2116,0
947,Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,1933,0
948,Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,1289,0
949,Did a Meteorite Impact in Nicaragua over the Weekend?,1731,1
950,Banksy arrest hoax: US website claims street artist caught in Watford,1739,1
951,ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,115,0
952,DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2175,0
953,Islamic State Leader al-Baghdadi “Not Dead”,936,0
954,Rats are still running around at Vogue,367,0
955,ISIS Getting Ebola,1821,0
956,BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,1233,1
957,"Elon University has not banned the term ‘freshman,’ despite rumors",2398,0
958,"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",2127,0
959,"ISIS Claims an American Hostage, Kayla Mueller, Died in Airstrike in Syria",2387,1
960,Mystery man slaps shoppers around head for sneezing,1897,1
961,Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),2306,0
962,Video Purports to Show Beheading of American Journalist,984,0
963,Watch: US marine survives Taliban sniper headshot in Afghanistan,2091,0
964,No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,1656,0
965,Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,522,1
966,"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1846,1
967,ISIL Beheads American Photojournalist in Iraq,1358,0
968,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2025,1
969,Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,346,0
970,Is Kim Jong-Un Really Opening a Restaurant in Scotland?,1225,0
971,Man breaks down in tears when a lost recording of his deceased wife resurfaces,195,0
972,CNN Plays Alleged Recording of Michael Brown Shooting,1481,0
973,Another American hostage at risk by Islamic state,2130,0
974,IPhone 6 users are tearing their hair out,55,0
975,"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1547,0
976,Penis Drawn On Bugatti Veyron Could Be World's Most Expensive Car Vandalism,442,0
977,Ottawa Shooting: Soldier Shot at Canada's National War Memorial,2281,1
978,What This Homeless Guy Did With $100 Completely Stunned The Man Who Gave It To Him,321,0
979,Bali Awry,1478,1
980,Meteorite leaves crater in Nicaraguan capital Managua,2118,0
981,Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),17,0
982,Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,830,1
983,MACAULAY CULKIN IS THE LATEST VICTIM OF A CELEBRITY DEATH HOAX — AND THESE 9 STARS KNOW EXACTLY HOW HE FEELS!,2326,1
984,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,662,0
985,Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,43,0
986,"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",649,0
987,"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",2152,0
988,"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",365,0
